,Ano,Mês,Concelho,Energia Ativa (kWh)
0,2024,1,Chaves,82644.419
1,2024,1,Chaves,59903.681
2,2024,1,Nelas,134641.179
3,2024,2,Guimarães,465765.468
4,2024,2,Vila Franca de Xira,550746.308
5,2024,2,Lamego,25982.451
6,2024,2,Viseu,140681.833
113,2022,1,Santa Maria da Feira,1606062.39
114,2022,1,Serpa,20673.225
115,2022,1,Barcelos,426554.414
116,2022,1,Vila Nova de Famalicão,80811.578
117,2022,1,Amarante,2866947.823
118,2022,1,Lousada,370310.529
119,2022,1,Vila do Conde,155119.42
120,2022,1,Arcos de Valdevez,40853.132
121,2022,1,Castro daire,94019.872
122,2022,2,Moura,255105.201
123,2022,2,Fafe,359314.551
124,2022,2,Guimarães,170601.223
125,2022,2,Vila Nova de Famalicão,241004.025
126,2022,2,Bragança,115894.759
127,2022,2,Bragança,215616.924
128,2022,2,Figueira da Foz,380964.098
129,2022,2,Ansião,566043.655
130,2022,2,Pombal,329736.747
131,2022,2,Pombal,6189263.431
132,2022,2,Lousada,1011043.477
133,2022,2,Penafiel,314913.691
134,2022,2,Montalegre,442801.855
135,2022,3,Tábua,111980.003
136,2022,3,Vila do Bispo,408413.021
137,2022,3,Lisboa,4458905.446
138,2022,3,Vila Nova da Barquinha,34494.484
139,2022,3,Alcácer do Sal,232601.435
140,2022,3,Sines,57074181.307
141,2022,3,Montalegre,23989.162
142,2022,4,Vidigueira,165237.549
143,2022,4,Fafe,434390.469
144,2022,4,Mação,97391.837
145,2022,4,Rio Maior,8945553.141
146,2022,4,Barreiro,3092285.588
147,2022,4,Monção,1526725.131
148,2022,4,Valença,87756.406
149,2022,4,Montalegre,16836.755
150,2022,4,Santa Comba Dão,227280.244
151,2022,5,Esposende,281532.142
152,2022,5,Vinhais,25921.179
153,2022,5,Figueira de Castelo Rodrigo,61694.47
154,2022,5,Óbidos,497217.827
155,2022,5,Mafra,1360702.359
156,2022,5,Ponte de Lima,249526.058
157,2022,5,Chaves,20187.469
158,2022,5,Nelas,173033.386
159,2022,6,Santa Maria da Feira,207419.761
160,2022,6,Póvoa de Lanhoso,55010.935
161,2022,6,Idanha-a-Nova,247042.745
162,2022,6,Portel,414427.798
163,2022,6,Ansião,510967.435
164,2022,6,Arruda dos Vinhos,13051.355
165,2022,6,Azambuja,107710.389
166,2022,6,Torres Vedras,2600172.963
167,2022,6,Paços de Ferreira,105218.614
168,2022,6,Penafiel,32804.128
169,2022,6,Vila do Conde,509276.554
170,2022,6,Cartaxo,1299773.925
171,2022,7,Santa Maria da Feira,80088.323
172,2022,7,Barcelos,95711.677
173,2022,7,Braga,797503.837
174,2022,7,Mirandela,51286.97
175,2022,7,Portimão,875769.924
176,2022,7,Gouveia,103320.904
177,2022,7,Lisboa,1478931.688
178,2022,7,Moita,2772930.05
179,2022,7,Viana do Castelo,320695.607
180,2022,8,Portel,469004.123
181,2022,8,Alvaiázere,14419.644
182,2022,8,Bombarral,200437.881
183,2022,8,Nazaré,471659.16
184,2022,8,Lisboa,3288972.264
185,2022,8,Tomar,384741.583
186,2022,8,Viseu,363921.819
187,2022,9,Mealhada,1469582.997
188,2022,9,Gouveia,27604.956
189,2022,9,Alcobaça,910730.56
190,2022,9,Tomar,175000.966
191,2022,10,Fafe,73186.735
192,2022,10,Covilhã,133335.315
193,2022,10,Cadaval,572364.643
194,2022,10,Marco de Canaveses,552951.447
195,2022,10,Paredes,767824.31
196,2022,10,Penafiel,169127.526
197,2022,10,Vila Real,129909.02
198,2022,11,Vila Verde,56131.293
199,2022,11,Covilhã,1009434.453
200,2022,11,Fundão,160972.255
201,2022,11,São Brás de Alportel,532790.108
202,2022,11,Porto de Mós,609792.405
203,2022,11,Elvas,1116867.111
204,2022,11,Sousel,260497.337
205,2022,11,Maia,2794767.853
206,2022,11,Matosinhos,5049969.762
207,2022,11,Vila do Conde,316525.844
208,2022,11,Vila do Conde,195369.561
209,2022,11,Benavente,2801753.589
210,2022,11,Alijó,96223.466
211,2022,11,Lamego,78001.77
212,2022,12,Aveiro,161103.051
213,2022,12,Castelo de Paiva,1030521.523
214,2022,12,Santa Maria da Feira,1132538.325
215,2022,12,Sever do Vouga,90050.3
216,2022,12,Barcelos,674007.374
217,2022,12,Oliveira do Hospital,221396.768
218,2022,12,Almeida,25471.601
219,2022,12,Pinhel,85595.544
220,2022,12,Ponte de Sor,197125.747
221,2022,12,Armamar,100723.735
222,2022,12,Viseu,403777.067
223,2023,1,Águeda,1067326.806
224,2023,1,Vila Verde,145821.533
225,2023,1,Mirandela,49231.04
226,2023,1,Figueira da Foz,702093.29
227,2023,1,Celorico da Beira,39613.837
228,2023,1,Sobral de Monte Agraço,833664.478
229,2023,1,Ponte de Sor,283131.234
230,2023,1,Chamusca,244421.484
231,2023,1,Santarém,540999.386
232,2023,2,Vale de Cambra,156862.792
233,2023,2,Barcelos,18273.309
234,2023,2,Braga,780872.354
235,2023,2,Póvoa de Lanhoso,96192.762
236,2023,2,Vila Nova de Famalicão,71780.31
237,2023,3,Caldas da Rainha,1972714.25
238,2023,3,Pombal,7051899.636
239,2023,3,Portalegre,322971.702
240,2023,3,Sousel,94137.54
241,2023,4,Mangualde,66538.702
242,2023,5,Barcelos,426805.038
243,2023,5,Póvoa de Lanhoso,95986.023
244,2023,5,Carrazeda de Ansiães,45980.593
245,2023,5,Ferreira do Zêzere,74734.986
246,2023,5,Montijo,6302122.634
247,2023,5,Lamego,602717.02
248,2023,5,Viseu,373809.333
249,2023,6,Guimarães,1073780.968
250,2023,6,Évora,122159.934
251,2023,6,Reguengos de Monsaraz,822279.13
252,2023,6,Olhão,293851.087
253,2023,6,Leiria,538214.74
254,2023,6,Mafra,115690.355
255,2023,6,Arcos de Valdevez,43940.503
256,2023,7,Santa Maria da Feira,674662.318
257,2023,7,Amares,54495.354
258,2023,7,Castelo Branco,116681.575
259,2023,7,Penamacor,112130.892
260,2023,7,Monchique,887199.143
261,2023,7,Portimão,1740720.322
262,2023,7,Seia,93872.088
263,2023,7,Porto de Mós,391109.705
264,2023,7,Felgueiras,130042.377
265,2023,7,Porto,6238183.039
266,2023,8,Águeda,2223821.748
267,2023,8,Vieira do Minho,36832.419
268,2023,8,Monchique,136904.46
269,2023,8,Guarda,96147.051
270,2023,8,Baião,106046.302
271,2023,8,Alcácer do Sal,1996889.575
272,2023,8,Almada,7983730.363
273,2023,8,Arcos de Valdevez,182877.561
274,2023,8,Chaves,261047.659
275,2023,9,Odemira,131263.662
276,2023,9,Braga,517022.128
277,2023,9,Macedo de Cavaleiros,31162.813
278,2023,9,Mirandela,64309.066
279,2023,9,Soure,153007.472
280,2023,9,Montemor-o-Novo,1757176.087
281,2023,9,Caldas da Rainha,406893.544
282,2023,9,Paços de Ferreira,739506.947
283,2023,9,Vila do Conde,147005.646
284,2023,9,Armamar,78109.558
285,2023,9,Resende,82946.196
286,2023,9,Santa Comba Dão,88623.277
287,2023,9,Viseu,347250.377
288,2023,10,Cuba,116911.783
289,2023,10,Celorico de Basto,128027.058
290,2023,10,Figueira da Foz,7013005.287
291,2023,10,Figueira de Castelo Rodrigo,33360.72
292,2023,10,Alcobaça,128648.993
293,2023,10,Vila Nova de Gaia,3155236.279
294,2023,10,Cartaxo,1878240.447
295,2023,10,Coruche,263996.519
296,2023,10,Monção,50174.784
297,2023,11,Torre de Moncorvo,72095.909
298,2023,11,Gouveia,143865.133
299,2023,11,Santarém,225118.107
300,2023,11,Ponte de Lima,115931.503
301,2023,12,Póvoa de Lanhoso,137296.227
302,2023,12,Sertã,286389.4
303,2023,12,Monchique,154263.045
304,2023,12,Figueira de Castelo Rodrigo,41644.246
305,2023,12,Vila Franca de Xira,11791737.233
306,2023,12,Portalegre,93702.522
307,2023,12,Gondomar,2610369.235
308,2023,12,Rio Maior,305077.4
309,2024,1,Braga,1288083.002
310,2024,1,Terras de Bouro,54993.443
311,2024,1,Bragança,37470.189
312,2024,1,Vila Flor,103022.293
313,2024,1,Alcobaça,321804.548
314,2024,1,Crato,82410.717
315,2024,1,Matosinhos,8029890.185
316,2024,1,Lamego,213296.888
317,2024,2,Odemira,128452.251
318,2024,2,Barcelos,18625.935
319,2024,2,Vinhais,12815.03
320,2024,2,Vila de Rei,177465.764
321,2024,2,Figueira da Foz,227687.445
322,2024,2,Soure,64755.81
323,2024,2,Odivelas,3222149.599
324,2024,2,Monforte,17757.423
325,2024,2,Cartaxo,166030.893
326,2024,2,Viana do Castelo,150756.276
327,2023,4,Bragança,1491905.043
384,2022,1,Vila Verde,905690.312
385,2022,1,Cantanhede,226875.524
386,2022,1,Porto de Mós,287896.329
387,2022,1,Rio Maior,212473.731
388,2022,1,Boticas,58885.964
389,2022,1,Tarouca,98260.698
390,2022,1,Viseu,478573.388
391,2022,2,Vila Nova de Famalicão,312204.571
392,2022,2,Mogadouro,44563.527
393,2022,2,Montemor-o-Velho,172913.712
394,2022,2,Penafiel,278602.555
395,2022,2,Barreiro,1571785.722
396,2022,2,Montijo,1938372.361
397,2022,2,Valpaços,61479.903
398,2022,3,Ferreira do Alentejo,156707.003
399,2022,3,Lisboa,6610951.136
400,2022,3,Vila Nova de Cerveira,6945.347
401,2022,4,Anadia,251211.913
402,2022,4,Caldas da Rainha,73412.361
403,2022,4,Porto de Mós,246521.901
404,2022,4,Vila do Conde,740627.041
405,2022,4,Vila Pouca de Aguiar,67633.161
406,2022,4,Tabuaço,13875.696
407,2022,5,Braga,127220.187
408,2022,5,Torre de Moncorvo,67043.369
409,2022,5,Alvaiázere,13542.351
410,2022,5,Torres Vedras,596517.457
411,2022,5,Santarém,153913.874
412,2022,5,Vouzela,29209.845
413,2022,6,Albergaria-a-Velha,249944.239
414,2022,6,Vila Nova de Famalicão,274017.463
415,2022,6,Alandroal,385985.257
416,2022,6,Ponte de Sor,32353.548
417,2022,6,Arcos de Valdevez,65985.234
418,2022,7,Odemira,503556.346
419,2022,7,Fafe,120454.735
420,2022,7,Vila Velha de Ródão,143465.326
421,2022,7,Arganil,41918.529
422,2022,7,Leiria,5659101.375
423,2022,7,Peniche,255741.8
424,2022,7,Lisboa,1430269.74
425,2022,7,Constância,266608.067
426,2022,7,Chaves,28856.226
427,2022,7,Vila Pouca de Aguiar,79252.695
428,2022,8,Arouca,299901.167
429,2022,8,Amares,379601.42
430,2022,8,Sertã,637379.822
431,2022,8,Elvas,56885.259
432,2022,8,Viseu,185584.274
433,2022,9,Bragança,31428.923
434,2022,9,Mirandela,2143180.616
435,2022,9,Idanha-a-Nova,658586.244
436,2022,9,Arganil,305135.211
437,2022,9,Ansião,695875.935
438,2022,9,Pedrógão Grande,406619.009
439,2022,9,Mafra,2738593.92
440,2022,9,Alijó,86067.192
441,2022,10,Celorico de Basto,160076.321
442,2022,10,Carrazeda de Ansiães,60736.1
443,2022,10,Vila Flor,42921.068
444,2022,10,Alcobaça,937674.201
445,2022,10,Alter do Chão,44213.35
446,2022,10,Felgueiras,214764.89
447,2022,10,Paços de Ferreira,718141.372
448,2022,10,Santarém,15992.208
449,2022,10,Sardoal,112569.531
450,2022,11,Barcelos,431897.261
451,2022,11,Pinhel,4243.916
452,2022,11,Torres Vedras,109154.207
453,2022,11,Paredes,231144.322
454,2022,11,Ponte de Lima,51938.524
455,2022,11,Lamego,42707.667
456,2022,11,Tondela,171398.88
457,2022,12,Odemira,1626470.493
458,2022,12,Miranda do douro,47535.3
459,2022,12,Penacova,78460.934
460,2022,12,Vila Nova de Foz Côa,118424.734
461,2022,12,Óbidos,616873.739
462,2022,12,Chaves,36309.629
463,2022,12,Sernancelhe,23905.761
464,2023,1,Estarreja,2326403.065
465,2023,1,Vale de Cambra,179869.393
466,2023,1,Guimarães,253441.065
467,2023,1,Bragança,42716.133
468,2023,1,Covilhã,1249615.372
469,2023,1,Gouveia,19073.967
470,2023,1,Portalegre,11593.344
471,2023,1,Resende,89329.64
472,2023,2,Barcelos,44101.478
473,2023,2,Braga,664013.6
474,2023,2,Sintra,7517035.548
475,2023,2,Alcácer do Sal,1930640.718
476,2023,2,Moimenta da Beira,239431.062
477,2023,3,Torre de Moncorvo,71410.508
478,2023,3,Moimenta da Beira,97893.624
479,2023,4,Anadia,413999.165
480,2023,4,Penamacor,29148.24
481,2023,4,Arganil,50786.198
482,2023,4,Portimão,2262505.912
483,2023,4,Celorico da Beira,21818.77
484,2023,4,Celorico da Beira,42943.262
485,2023,4,Guarda,22292.683
486,2023,4,Elvas,104940.207
487,2023,4,Penafiel,283217.59
488,2023,4,Tomar,2726747.65
489,2023,5,Idanha-a-Nova,130044.991
490,2023,5,Idanha-a-Nova,157182.387
491,2023,5,Góis,24473.103
492,2023,5,Mourão,62313.017
493,2023,5,Constância,1795988.728
494,2023,5,Constância,649375.937
495,2023,6,Barcelos,126420.411
496,2023,6,Santa Marta de Penaguião,40055.432
497,2023,7,Barcelos,50413.613
498,2023,7,Lisboa,8284503.069
499,2023,7,Vila Real,117697.031
500,2023,7,Viseu,186193.691
501,2023,8,Beja,358050.048
502,2023,8,Braga,190138.162
503,2023,8,Guimarães,629904.587
504,2023,8,Figueira de Castelo Rodrigo,47731.096
505,2023,8,Sardoal,122847.497
506,2023,8,Viana do Castelo,385251.674
507,2023,8,Mondim de Basto,223195.838
508,2023,9,Soure,1142919.06
509,2023,7,Cinfães,208050.964
510,2023,7,Tondela,169602.624
511,2023,7,Viseu,723734.853
512,2023,8,Figueira da Foz,334842.787
513,2023,8,Figueiró dos Vinhos,55352.543
514,2023,9,Oliveira de Azeméis,726563.794
515,2023,9,Carrazeda de Ansiães,42896.199
516,2023,9,Condeixa-a-Nova,109834.053
517,2023,9,Évora,4212294.307
518,2023,9,Tomar,432329.431
519,2023,9,Tondela,123704.364
520,2023,10,Vila Nova de Famalicão,1166205.514
521,2023,10,Portel,207953.284
522,2023,10,Alenquer,1845513.708
523,2023,10,Castro daire,234530.375
524,2023,11,Aveiro,824157.301
525,2023,11,Oleiros,45208.054
526,2023,11,Soure,289554.423
527,2023,11,Mondim de Basto,49115.198
528,2023,12,Cuba,806046.204
529,2023,12,Vila Nova de Famalicão,744798.121
530,2023,12,Abrantes,184818.903
531,2023,12,Santarém,620087.554
532,2023,12,Vila Nova da Barquinha,44944.23
533,2023,12,Viana do Castelo,1703366.287
534,2023,12,Montalegre,30076.604
535,2024,1,Vila Nova de Famalicão,567705.956
536,2024,1,Pampilhosa da Serra,398986.347
537,2024,1,Guarda,28825.767
538,2024,1,Monção,190603.25
539,2024,2,Arganil,138439.264
540,2024,2,Vila Viçosa,48800.044
541,2024,2,Ansião,112849.889
542,2024,2,Montijo,924936.683
653,2022,1,Bragança,28700.391
654,2022,1,Covilhã,171941.42
655,2022,1,Vila do Bispo,286354.548
656,2022,1,Ourém,795172.933
657,2022,1,Viana do Castelo,808849.424
658,2022,1,Valpaços,55541.989
659,2022,2,Mealhada,200848.121
660,2022,2,Beja,170255.135
661,2022,2,Almeida,51011.744
662,2022,2,Vila Nova da Barquinha,94561.003
663,2022,2,Ponte de Lima,81248.509
664,2022,2,Valpaços,41606.378
665,2022,3,Évora,3220531.197
666,2022,3,Castro Marim,126526.978
667,2022,3,Lisboa,7875353.989
668,2022,3,Sobral de Monte Agraço,161802.593
669,2022,3,Castelo de Vide,79139.728
670,2022,3,Ponte de Sor,1679418.658
671,2022,3,Gondomar,8603524.535
672,2022,3,Chaves,62733.387
673,2022,3,Valpaços,162934.147
674,2022,3,Vouzela,91784.108
675,2022,4,Guimarães,356524.595
676,2022,4,Bragança,32229.255
677,2022,4,Mirandela,89656.002
678,2022,4,Viana do Alentejo,72310.908
679,2022,4,Felgueiras,119573.549
680,2022,4,Viseu,184827.266
681,2022,4,Vouzela,19573.014
682,2022,5,Vila Verde,74987.02
683,2022,6,Santa Maria da Feira,362290.625
684,2022,6,Santa Maria da Feira,3919252.912
685,2022,6,Santa Maria da Feira,859445.875
686,2022,6,Macedo de Cavaleiros,44913.35
687,2022,6,Ponte da Barca,34476.098
688,2022,7,Mira,115976.887
689,2022,8,Barcelos,284064.169
690,2022,8,Alcobaça,259601.112
691,2022,8,Sousel,421224.009
692,2022,8,Paredes de Coura,113623.425
693,2022,8,Oliveira de Frades,182569.642
694,2022,9,Odemira,128053.847
695,2022,9,Vinhais,463193.24
696,2022,9,Oliveira do Hospital,209129.731
697,2022,9,Monforte,18405.427
698,2022,9,Boticas,49858.21
699,2022,10,Guimarães,799601.594
700,2022,10,Trancoso,697302.616
701,2022,10,Paredes,89002.828
702,2022,11,Freixo de Espada À Cinta,80060.174
703,2022,11,Vila de Rei,558065.787
704,2022,11,Gavião,120758.244
705,2022,11,Lousada,508737.894
706,2022,12,Castelo de Vide,81247.98
707,2022,12,Chaves,55629.986
708,2023,1,Barcelos,235278.165
709,2023,1,Vizela,383590.896
710,2023,1,Cantanhede,272080.317
711,2023,1,Pampilhosa da Serra,38998.036
712,2023,1,Guarda,60534.749
713,2023,1,Cascais,3319288.374
714,2023,1,Paredes,50603.342
715,2023,1,Vila do Conde,749224.642
716,2023,2,Santa Maria da Feira,1235769.989
717,2023,2,Tábua,69107.368
718,2023,2,Aguiar da Beira,75183.928
719,2023,2,Vila Nova de Cerveira,7715.426
720,2023,3,Murtosa,459536.843
721,2023,3,Santa Maria da Feira,4020107.75
722,2023,3,Mafra,3099672.174
723,2023,4,Ovar,1763691.126
724,2023,4,Barrancos,140506.79
725,2023,5,Vila do Conde,1479404.095
726,2023,5,Alcanena,434120.469
727,2023,5,Paredes de Coura,16932.103
728,2023,6,Guimarães,929744.905
729,2023,6,Valpaços,8571.129
730,2023,7,Castelo Branco,106722.203
731,2023,7,Baião,17805.904
732,2023,7,Vila Nova de Paiva,60917.064
733,2023,8,Braga,282830.45
734,2023,8,Abrantes,828398.476
735,2023,9,Santa Maria da Feira,580688.367
736,2023,9,Coimbra,309560.299
737,2023,10,Soure,59767.334
738,2023,10,Sintra,973054.362
739,2023,10,Almeirim,40855.686
740,2023,10,Torres Novas,298015.871
741,2023,11,Beja,180554.389
742,2023,11,Miranda do douro,337828.425
743,2023,11,Redondo,217125.436
744,2023,11,Sabugal,58205.266
745,2023,11,Monção,98893.777
746,2023,12,Bragança,132198.569
747,2023,12,Trancoso,262297.651
748,2024,1,Idanha-a-Nova,120735.305
749,2024,1,Lisboa,3947518.599
750,2024,1,Almeirim,114374.145
751,2024,2,Figueira da Foz,1466259.308
752,2024,2,Pinhel,36571.422
753,2024,2,Maia,1607785.693
754,2024,2,Sabrosa,55827.458
755,2022,5,Coimbra,1488677.324
822,2022,1,Sever do Vouga,121580.322
823,2022,1,Portel,621795.797
824,2022,1,Reguengos de Monsaraz,1725822.744
825,2022,1,Castro daire,267384.035
826,2022,1,Penalva do Castelo,31183.178
827,2022,2,Vieira do Minho,40652.702
828,2022,2,Vila Nova de Famalicão,3960389.878
829,2022,2,Vila Verde,71049.603
830,2022,2,Bragança,228067.108
831,2022,2,Vinhais,28703.3
832,2022,2,Trofa,608957.364
833,2022,2,Viana do Castelo,66165.893
834,2022,3,Castelo Branco,111521.677
835,2022,3,Baião,63282.75
836,2022,3,Penalva do Castelo,23923.816
837,2022,3,Viseu,574174.881
838,2022,4,Braga,614456.755
839,2022,4,Esposende,315118.48
840,2022,4,Alfândega da Fé,24621.814
841,2022,4,Portalegre,70486.757
842,2022,4,Penafiel,74639.19
843,2022,5,Aveiro,878920.536
844,2022,5,Santa Maria da Feira,3379041.921
845,2022,5,Sever do Vouga,231338.684
846,2022,5,Vieira do Minho,76197.288
847,2022,5,Vila Nova de Famalicão,850072.647
848,2022,5,Idanha-a-Nova,35941.814
849,2022,5,Azambuja,268603.517
850,2022,5,Monção,145648.614
851,2022,6,Cabeceiras de Basto,1022136.816
852,2022,6,Vila Flor,36430.038
853,2022,6,Alenquer,506575.902
854,2022,6,Vila Franca de Xira,12218408.281
855,2022,6,Peso da Régua,66034.716
856,2022,7,Sever do Vouga,62985.61
857,2022,7,Mirandela,58103.423
858,2022,7,Évora,9706900.4
859,2022,7,Vila Viçosa,255766.926
860,2022,7,Leiria,255340.042
861,2022,7,Óbidos,180389.196
862,2022,7,Alter do Chão,73145.674
863,2022,7,Penafiel,292312.11
864,2022,7,Montalegre,16133.687
865,2022,8,Guimarães,167646.553
866,2022,8,Alter do Chão,26898.741
867,2022,8,Vila do Conde,264913.826
868,2022,8,Cinfães,71689.456
869,2022,8,Tondela,15771.991
870,2022,9,Odemira,3168.123
871,2022,9,Oleiros,27680.057
872,2022,9,Leiria,487011.494
873,2022,9,Ponte da Barca,36342.908
874,2022,10,Barcelos,16700.755
875,2022,10,Idanha-a-Nova,50175.045
876,2022,10,Pinhel,7276.849
877,2022,10,Lisboa,3253317.57
878,2022,10,Lourinhã,293840.381
879,2022,10,Moita,2474051.861
880,2022,11,Vagos,1149447.774
881,2022,11,Póvoa de Lanhoso,112844.942
882,2022,11,Gouveia,67684.319
883,2022,11,Vila do Conde,654141.389
884,2022,12,Guimarães,1277631.42
885,2022,12,Vendas Novas,70070.635
886,2022,12,Valpaços,3680.3
887,2023,1,Cabeceiras de Basto,424721.589
888,2023,1,Póvoa de Lanhoso,229131.98
889,2023,1,Vila Nova de Famalicão,713481.79
890,2023,1,Bragança,34017.399
891,2023,2,Ourique,82033.643
892,2023,2,Barcelos,227447.741
893,2023,2,Guimarães,410718.517
894,2023,2,Arganil,81659.683
895,2023,2,Chaves,37236.322
896,2023,2,Vila Real,153439.719
897,2023,3,Braga,5674824.276
898,2023,3,Vila Nova de Famalicão,3569071.25
899,2023,3,Borba,113224.868
900,2023,3,Arruda dos Vinhos,244988.975
901,2023,4,Seia,95771.139
902,2023,4,Rio Maior,2052763.933
903,2023,4,Tarouca,74148.19
904,2023,5,Barcelos,307397.497
905,2023,5,Freixo de Espada À Cinta,44361.674
906,2023,5,Leiria,10052100.18
907,2023,5,Melgaço,81926.685
908,2023,5,Mondim de Basto,45545.506
909,2023,5,Vouzela,88223.912
910,2023,6,Santa Maria da Feira,385190.269
911,2023,6,Figueira de Castelo Rodrigo,38797.854
912,2023,6,Póvoa de Varzim,1884522.401
913,2023,7,Albergaria-a-Velha,267081.838
914,2023,7,Albergaria-a-Velha,813849.009
915,2023,7,Vila Verde,88838.471
916,2023,7,Vimioso,324321.132
917,2023,7,Celorico da Beira,104175.544
918,2023,7,Óbidos,176278.548
919,2023,7,Lisboa,4225333.078
920,2023,7,Paredes,1320910.918
921,2023,7,Vila do Conde,901808.348
922,2023,7,Vila Nova de Gaia,2126027.474
923,2023,7,Valença,218846.152
924,2023,7,Valpaços,60404.043
925,2023,7,Santa Comba Dão,232759.725
926,2023,8,Leiria,2779717.436
927,2023,8,Amadora,1907638.235
928,2023,8,Penafiel,27764.692
929,2023,9,Serpa,78280.647
930,2023,9,Reguengos de Monsaraz,60632.692
931,2023,9,Sabugal,29933.886
932,2023,9,Seia,213055.445
933,2023,9,Alcobaça,1389854.09
934,2023,9,Alenquer,6138112.993
935,2023,9,Viseu,582873.478
936,2023,10,Macedo de Cavaleiros,31896.549
937,2023,10,Batalha,230160.777
938,2023,10,Lisboa,820122.47
939,2023,10,Lousada,91290.675
940,2023,10,Chamusca,758646.727
941,2023,10,Santarém,52495.293
942,2023,10,Mangualde,39409.597
943,2023,10,Tarouca,82272.273
944,2023,11,Proença-a-Nova,55032.794
945,2023,11,Oliveira do Hospital,97616.842
946,2023,11,Mora,75700.59
947,2023,11,Pinhel,60820.992
948,2023,11,Almeirim,2466236.088
949,2023,11,Coruche,256720.032
950,2023,11,Rio Maior,236040.12
951,2023,11,Caminha,128400.581
952,2023,11,Monção,50397.208
953,2023,11,Mesão Frio,36392.013
954,2023,11,Sernancelhe,20963.578
955,2023,12,Alfândega da Fé,58567.234
956,2023,12,Caldas da Rainha,686083.82
957,2023,12,Marco de Canaveses,329705.294
958,2023,12,Valongo,2900682.783
959,2023,12,Constância,345469.705
960,2024,1,Anadia,424541.626
961,2024,1,Barcelos,585428.984
962,2024,1,Braga,203811.592
963,2024,1,Castro Marim,156151.75
964,2024,1,Pombal,414332.172
965,2024,1,Marvão,193613.69
966,2024,1,Ponte de Lima,134132.416
967,2024,1,Chaves,35354.164
968,2024,1,Montalegre,34422.752
969,2024,2,Castelo de Paiva,298116.482
970,2024,2,Santa Maria da Feira,51143.0
971,2024,2,Borba,4588.611
972,2024,2,Vila Real,173386.974
973,2024,2,Moimenta da Beira,65781.629
974,2022,10,Bragança,1709294.61
1099,2022,1,Barcelos,42938.935
1100,2022,1,Guimarães,615097.819
1101,2022,1,Póvoa de Lanhoso,31127.471
1102,2022,1,Vizela,227276.454
1103,2022,1,São Brás de Alportel,592498.358
1104,2022,1,Fornos de Algodres,39200.17
1105,2022,1,Ponte de Sor,36016.031
1106,2022,1,Vila Nova de Gaia,2859621.599
1107,2022,1,Tomar,452111.549
1108,2022,1,Barreiro,1810850.193
1109,2022,1,Santiago do Cacém,1149099.144
1110,2022,1,Seixal,8353374.535
1111,2022,1,Castro daire,45184.843
1112,2022,2,Vinhais,21547.327
1113,2022,2,Loulé,566223.773
1114,2022,2,Celorico da Beira,46013.35
1115,2022,2,Lourinhã,337529.186
1116,2022,2,Campo Maior,1694409.441
1117,2022,2,Amarante,42349.948
1118,2022,2,Paços de Ferreira,172212.395
1119,2022,2,Torres Novas,198175.193
1120,2022,2,Paredes de Coura,155565.269
1121,2022,2,Viana do Castelo,237327.287
1122,2022,2,Mesão Frio,13400.917
1123,2022,3,Beja,189973.25
1124,2022,3,Vidigueira,18311.638
1125,2022,3,Fafe,379732.185
1126,2022,3,Mirandela,18688.438
1127,2022,3,Torre de Moncorvo,311289.136
1128,2022,3,Gondomar,1644993.291
1129,2022,3,Penafiel,427989.0
1130,2022,3,Armamar,23613.898
1131,2022,4,Espinho,2292202.137
1132,2022,4,Vagos,393017.627
1133,2022,4,Braga,1389606.218
1134,2022,4,Miranda do Corvo,106231.678
1135,2022,4,Alenquer,252098.037
1136,2022,4,Maia,711729.828
1137,2022,4,Alcácer do Sal,400735.977
1138,2022,4,Viana do Castelo,5083132.369
1139,2022,4,Vila Pouca de Aguiar,66513.952
1140,2022,4,Viseu,350915.069
1141,2022,5,Espinho,641484.614
1142,2022,5,Braga,208141.328
1143,2022,5,Tábua,369116.924
1144,2022,5,Elvas,48173.403
1145,2022,5,Maia,3068300.514
1146,2022,5,Vila do Conde,310188.95
1147,2022,5,Cinfães,15112.482
1148,2022,6,Alcobaça,1510057.228
1149,2022,6,Leiria,352955.383
1150,2022,6,Vila Nova de Gaia,4521931.852
1151,2022,6,Seixal,70198361.964
1152,2022,7,Aveiro,1014889.642
1153,2022,7,Fafe,1205884.102
1154,2022,7,Bragança,150370.452
1155,2022,7,Vila Flor,72618.943
1156,2022,7,Amadora,6566710.248
1157,2022,7,Paços de Ferreira,663472.02
1158,2022,7,Santo Tirso,1963691.161
1159,2022,7,Peso da Régua,89512.931
1160,2022,7,Valpaços,42286.49
1161,2022,7,Mangualde,101604.498
1162,2022,8,Odemira,303394.709
1163,2022,8,Serpa,250302.073
1164,2022,8,Idanha-a-Nova,203214.477
1165,2022,8,Borba,660386.19
1166,2022,8,Coruche,231352.424
1167,2022,8,Viseu,853683.511
1168,2022,9,Amares,277501.126
1169,2022,9,Barcelos,29928.637
1170,2022,9,Mirandela,39295.894
1171,2022,9,Caldas da Rainha,310429.32
1172,2022,9,Arronches,124642.795
1173,2022,9,Coruche,6592.728
1174,2022,9,Ourém,1179027.817
1175,2022,9,Ponte da Barca,34253.029
1176,2022,9,Vila Pouca de Aguiar,115472.776
1177,2022,10,Aveiro,693954.474
1178,2022,10,Espinho,253517.216
1179,2022,10,Barcelos,113383.208
1180,2022,10,Vieira do Minho,123298.158
1181,2022,10,Almeida,29336.97
1182,2022,10,Lisboa,4602197.293
